0,jadi wanita jangan suka menghancurkan hubungan orang jangan bangga berhasil merusak kebahagian orang silahkan saja   tapi tidak berkah bahagianya nanti he,0
1,sombong apanya kalau sms saja dibls terus,0
2,apadah kamu   p cie cie baik kamu cie bebe cie kiwkiw,0
3,tdrlah besok medical check up semoga lancar â   º wml,0
4,crew serbu bsm seru   di bank syariah mandiri bekasi     pic   â,0
5,sian amat ditelantarin      tapi semua akan indah pada waktunya nge       lho,1
6,dan dirikanlah sembahyang tunaikanlah zakat dan tatlah kepada rasul supaya kamu diberi rahmat   24 56,0
7,kamu pikir saya bandar bayarin makan   evil dead pokoknya star trek keren tapi,0
8,tidak kreatif ambil kutipan orang tertawa kalau suka iya ungkapin saja dari pada ditikung sama,0
9,iya jangan dibahas di twiter juga kali ven teman saya itu tertawa iya buktinya dia masih sayang sama mantanya han,0
10,oke sayang later on,0
11,jalan jatibaru   bagian dari wilayah tn abang pengaturan wilayah tgjawab dan wwnang gub tng abng soal rumit   sejak gub2   trdahulu skrg sedng dibenahi   agr bermnfaat semua pihak mohon yang punya otak   berpikirlah dengan wajar   kecuali otaknya butek ya kamu   url,0
12,yanga namanya pertemanan pasti ada suka dukanya dan disinilah kita belajar dan berproses bersama grumpytard minoruliciouces   friendship_goals,0
13,selamat pagi have a bagus day cantik   â,0
14,apa namanya juga cinta ada yang ditolak ada juga yang nga diterima,0
15,di sd smp saya dulu kalau ada yang ketahuan bawa artikel terkait pornografi   dijejerin depan kelas ditendangin tulang keringnya satu satu oleh wali kelas saya tidak pernah   ketahuan     url,0
16,jika orang tuamu tahu kamu diperlakukan seperti itu oleh pacarmu mungkin mereka tidak akan membiarkan kamu dengan lelaki itu di caci maki di pukul di tendang di tempat umum lebih baik tinggalin saja cowok begitu mah,0
17,ah kenapa gakmasuknya pas matkul dosen yang tidak bisa diabsenin ginisih t_t yaudahlah lupakan lebih baik tidur,0
18,emotxtawa  tidak biasa naha kakak seal deui aya faktor x iya pe     buat liburan panjang om tidak kuat euy si apa,2
19,walaupun sepak bola kita tidak pernah akur tapi saya tetap menghargai karya orang bandung   psdfamilykemayoran,0
20,ya sudah       he iya kakak serius       serius tidak apa apa kakak he  _  kamu kenapa nyese,0
21,terus bagaimana cari kerja bagaimana lama amat dong  _,-1
22,mereka yang pernah tersenyum pun belum tentu merasakan kebahagian dihatinya mungkin senyum itu hanya menutupi kesepianya,0
23,kalau lagi di glodok tidak jauh sekali semua makanan pasti ada b2 nya,0
24,isu kristenisasi itu sama saja dengan isu kebangkitan pki tanpa data   minim fakta dan bilapun ada tidak lebih dari pembingkaian di luar konteks   isu yang dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis tahyul dan bahlul,0
25,sulit memang belajar ilmu ikhlas,0
26,cakap benar belum juga pada kering cucian sudah hujan saja   ï ½_ï ½,0
27,selamat ulang tahun   bosque   sepurane terlambat semoga2 sehat selalu   dilancarkan karir   jodohnya,0
28,punya kale _  rebek ye yas memang ini suka benar guru2 mengerjakan kita _,-1
29,semangat pagi â,0
30,sedang apa amat saya nonton kebakaran kamu saja sono kak     sekalikali saja sih borosnya wo,0
31,selamat tanggal yang ke bulan super squad doanya yang baik saja lah     s9b nomor asik asik hoy   di,1
32,pak presiden jam segini bapak masih sempat ngetwit sunguh hebat bpak memangnya bpak tidak lelah iya,0
33,setelah mengetahui silailah keluarga seokjin saya makin jadi sayangbangetplease bukan karena bokapnya yang ceo ibunya yang mantan miskorea tapi saya sayang sama seokjin yang benar benar mau berjuang sama bangtan kita tahu bangtan dulu susahnya seperti bagaimana,0
34,hidup segan mati tidak mau,0
35,pagi pagi sudah lihat kakak ditl ku pagi ke manis,1
36,di sat papa mu hidup kamu berikan sebutir kacang pun papa bisa rasakan kalau papa sudah tiada kamu belikan papa rumah mewah pun percuma,-1
37,ini lay kaya   a bodoh amat ganti ban saja ampe segala tang lah martil lah mau sedang apa coba harus diajarin lagi ini laynya,0
38,wa emotxtawa  carin juga donk cari cari loker lagi lah kalau kaya begini caranya,1
39,dingin,0
40,who albert einstein punya kekasih gelap,0
41,ini saya santai sekali iya,0
42,setengah detik deh biar cepat pakai sekali pret,0
43,sama beul  emotxtawa rt sialan lagi banyak kerjan badan bahkan mogok,1
44,kalau kata pengamen kece tadu hidup ini tidak segampang yang kamu bayangin saudara laki laki kita harus berjuang walaupun buat sesuap nasi saja,0
45,_  pagi ata calon istrinya bang wowon     pagi bolon     selamat pagi selamat beraktivitas,0
46,kamu norak oae mav indrinya lagi tidak on tidak bisa balas mention kamu   ndri beli pul,0
47,modem jelek sat mod ngoding bagus oke   s,0
48,tay giliran sudah bertengkar saja ngebocorin semua kebusukan saya   gamalu apa ngomngin kebusukan tapi muka kamu juga busuk,0
49,berita via vallen dapat dm dari pemain sepak bola yang terkesan    menggoda    atau sexual harassment   lihat komennya pada bilang berlebihan dan tidak harus di publish karena hal seperti begitu    biasa saja    dan parahnya yang nyinyir perempuan juga       miris,1
50,buka apantuh tertawa ewh saya mah norak dari lahir bor gmns donk,0
51,benar baru selesai mandi bawanya ngantuk,0
52,hapy birth day semoga menjadi yang trbaik di antara yang terbaik   aamiin,0
53,belum mandi dari pagi niatnya sore ini mau mandi eh gataunya keran mati terus saya harus piye iki,0
54,kaya kenal deh itu quote nya  _  oh begitu kehfain buangmuka pergi,-1
55,saya ini orang yang tidak bisa nyindir nyindir bisanya adalah   bicara langsung tanpa ampun   disertai dengan sedikit bumbu kekesalan   dan setelah itu minta maaf dan teuteup   ngoreksi lagi dia harus seperti bagaimana,0
56,i  m di damai indah golf   jakarta utara dki jakarta,0
57,segelas semangat penuh cinta,1
58,username     username   alumni praktek dikampus atas ijin siapa   harusnyakan minta ijin dulu karena alumnus memakai fasilitas negara tuk kepentingannya sendiri harus sepengetahuan otoritas kampus,0
59,sb yang di monas mah alay2 fanatik sangat sama smash   smp mereka bingung turun lewat mana gara2 di kejar2 terus,0
60,kamu juga nes peh jahat kamu jatoin ebel tadi patriciaoct   kamu pukpuk beya i  m so hurt to hear that,0
61,mau   selamat pagi   uif masih ada yang mau mendapatkan tiket gratis   uifw2013,1
62,oh ya sudah kirim saya saja sayang video sayang msa video kita     video apa itu video,0
63,tapi benar farah    d,0
64,kenapa saya cinta sangat sama bang wawan sebagai abang saya   iya karena dia salah gaulnya rata      sama kaya saya        banyak kesamaan juga he,1
65,tambah kemacetan   pborosan energi   apbn   pem dukung mobil murah dan hemat energi masuk pasar pada ini ada apa iya,0
66,ku inget ayahku yang berpulang hampir 3bulan lalu kalau ada kesempatan sekali lagi rasanya saya tidak mau ada yang waktu yang kebuang brsama ayah,0
67,tergantung makananya juga kali kalau kamu sodorin sampah mana mau saya,0
68,selamat ulang tahun,1
69,i  m di universitas bunda mulia   jakarta utara dki jakarta   dengan others,0
70,belum lagi di jakarta nis sudah di jogja ini   di oke besok saya ke jogja tidak deket juga he kalau sudah,0
71,kalau di tunguin mah lama,0
72,setiap kali microsoft luncurkan perangkat lunak yang baru semakin tidak user friendly bandingkan penggunaan office 2013 dengan office 2007,0
73,mau tahu lengkap tentang toy story folow   recomended,0
74,kesehatan   dibulan ini cukup stabil kondisi badan kamu sering drop kalau kecapean saja sih       ramalan,1
75,sepi tidak biasa jekardah,0
76,uas kelas iya oh iya lupa kirain sudah sibuk cari kampus nan hm boleh tapi bayar ticket  emotxtawa,1
77,aduh seram sangat,0
78,ria,0
79,anak pintar mah sekolah emgnya kamu     p masih jaman sekolah apa   p kapan saya bisa tidur si sekolah terus tertawa,-1
80,selamat tanggal kalian,0
81,i  m di vico indonesia wisma mulia building 48th flor   jakarta capital region,0
82,haduh itu bisnya kasihan benar dihujani batu kaya begitu hancur kaca kacanya miris lihat kejadian kaya begini,0
83,iya smph sakit nya ganahn kamu juga deh saman kakak       jerawat di atas idung itu,-1
84,hai dm in nomor kalian buat komprimasi reunian sd nanti pas puasa,0
85,cinta yang sebenarnya     cinta adalah ketika sayyidina rabi ah bin ka ab ditanya oleh rasulullah saw apa keinginanmu   lalu dia pun menjawab      saya hanya minta satu perkara   yakni agar dapat menemanimu di syurga,0
86,alhamdulilah sampai rumah pas sekali sama adzan maghrib selamat berbuka bagi yang puasa,1
87,cie andien yang lagi bep marah marah melulu   p,0
88,bunuh bangke sangat kan main modo kalah lagi bangke memang,0
89,makanya saya mau ngadu ke ayah biar dibalikin   najis saya ludahin paling nanti saya kasih uang  emotxtawa h dia kan kurang uang mknya nutup saya,1
90,pas sangat cocok   tertawa besok es tataran pgri kompor,0
91,yoi pelajaran berharga tidak diajarkan tapi dialami,0
92,dan saya pun makin penasaran dengan lineup   mcountdownina     dan cukup bisa membuat kpopers ina dag dig dug,-1
93,alhamdulillah yaallah  terimakasih kepada kedua orang tua dan keluarga yang selalu mendukung dan selalu suport aku  terimakasih juga kepada   username,0
94,abang supirnya tidak bisa baca kali iya ngeyel sangat jelas2 jembatan serong tarif lama tarif baru keukeh mckmck,0
95,ingin sangat dibilang oke siy     eh besok fre tidak temani ke giant ayo,0
96,hujanya awet jadi susah kemana mana,0
97,selamat pagi dan selamat tangal he,0
98,chandler joey   phoebe are al leos in real life,0
99,berbahagialah ketika bahagiamu diperoleh dengan tidak merusak kebahagian orang lain,0
100,nanti pas acara prj kalian perform enga di sana ditungu kabar baiknya,1
101,ilok sangat dang ï ½ skali2 pasang avatar jelek pakai avatar yang cakap sedikit saja disirikin dan dinyinyirin muluk,0
102,itu ramalan   scorpio asmara   jika sudah punya kekasih maka perlu kesetian dan perasan cinta yang tingi jangan suka bermain api,0
103,iya  emotxtawa  hei sampai ketemu diprestasi agung hihi 3,2
104,ada sat dimana semua berasa susah untuk dilewati tapi ada juga tiba2 semua terjadi begitu mudah,1
105,susah nya dapat mentions dari kalian berdua semoga dapat cintanya tidak sesusah ini iya   di,0
106,najong saya sudah tidak sombong pou saya sudah level  emotxtawa,1
107,tertawa sok tahu sudah sok tahu kamu pin galau kok dimix _,-1
108,awas saja kamu lili sebut merknya nanti badut buat saya  emotxtawa rt tianingrum yah penakut ini teteh tidak berani apa perlu saya yang sebut ini   di,1
109,sudah lagi pusing di chat abang gojek   yang mana deh lupa karena deh banyak sangat yang jadi driverku terus di chat sama anak seangkatan yang chat nya norak sangat    belum tidur si      ingin muntah,0
110,aduh koko hendra sama ahsan keten pakai sangat sangat sangat mainnya   gilak china bisa dikalahin saudara laki laki awal yang bagus,0
111,sudah kabur disiram kakak perempuan biar diam diluar ada kucing ribut berisik   s,0
112,huokokokokokokok cukup,0
113,itu kan pantas saja ora iso turu  lah wong sampean cofe al day     cofe al day   i love cofe,-1
114,ketika beliau menjadi gubernur dki jakarta   kegiatan blusukannya diikuti oleh para wartawan karena pada waktu itu dianggap sebagai sebuah hal yang baru dan unik sehingga kemudian dikenal masyarakat luas   jokowi2periode,0
115,tidak sepakat   dan kamu   username   sudah menyesatkan orang lain dilarang sholat di dalam bangunan yang didirikan untuk kekafiran   salah satunya gereja   makanya jangan kebanyakan nonton ibu lampir saya berlindung kepada allaah swt,0
116,suasana sejuk di kota jakarta   jarang2,0
117,saya yang merasa saja atau memang benar berubah yasudahlah biarkan,0
118,nah kan kece kalau di jelasin sekali lanfsung mengerti,0
119,selamat kawin eh nikah pak doya     di â,0
120,saya sayang kamu kok kak     benar tungalku iya mung kamu kak,1
121,morning juga mimin yang kece   morningâ     ï ½,0
